city,datetime,temp_f,humidity,precip_in,date,year,month,day,temp_c
Springfield,2022-12-18,87.1,50.1,0.0,2022-12-18,2022,12,18,30.6
Springfield,2022-12-19,77.9,78.2,0.5,2022-12-19,2022,12,19,25.5
Springfield,2022-12-20,62.6,30.3,0.1,2022-12-20,2022,12,20,17.0
Springfield,2022-12-21,64.7,50.0,0.0,2022-12-21,2022,12,21,18.2
Springfield,2022-12-22,50.0,53.9,0.0,2022-12-22,2022,12,22,10.0
Springfield,2022-12-23,64.7,62.2,0.1,2022-12-23,2022,12,23,18.2
Springfield,2022-12-24,60.7,85.2,0.0,2022-12-24,2022,12,24,15.9
Springfield,2022-12-25,69.8,50.8,0.0,2022-12-25,2022,12,25,21.0
Springfield,2022-12-26,52.6,50.8,0.0,2022-12-26,2022,12,26,11.4
Springfield,2022-12-27,72.8,74.3,0.1,2022-12-27,2022,12,27,22.7
Springfield,2022-12-28,88.0,57.1,0.0,2022-12-28,2022,12,28,31.1
Springfield,2022-12-29,63.4,43.5,0.3,2022-12-29,2022,12,29,17.4
Springfield,2022-12-30,71.0,57.1,1.0,2022-12-30,2022,12,30,21.7
Springfield,2022-12-31,75.4,38.5,1.0,2022-12-31,2022,12,31,24.1
